NO,Administrative district,Riverside Park,Location,Type,Remark,Longitude,Latitude,Long_TWD97,Lat_WD97
E69,中山區,美堤河濱公園,基右美堤環山出水口旁,一般型,,121.561892,25.073577,306684.1393,2774044.939
E70,中山區,美堤河濱公園,基右美堤碼頭,一般型,,121.556509,25.075553,306140.1857,2774261.567
E71,中山區,美堤河濱公園,基右美堤網球場周邊,無障礙,,121.554,25.076972,305886.44,2774417.7
E72,中山區,美堤河濱公園,美堤極限公園路燈旁,一般型,,121.5546195,25.07635596,305949.25,2774349.72
E73,中山區,美堤河濱公園,基右美堤網球場周邊,無障礙,,121.553895,25.077007,305875.83,2774421.53
E74,中山區,美堤河濱公園,基右美堤排球場前越堤階梯旁,一般型,,121.552092,25.077154,305693.8691,2774437.076
E75,中山區,美堤河濱公園,基右大直橋下下游5m處,一般型,,121.544102,25.077254,304887.7945,2774444.885
E76,中山區,美堤河濱公園,基右新生高架橋下方旁,無障礙,,121.526935,25.074881,303157.03,2774175.17
E77,中山區,美堤河濱公園,基右新生高架橋下方旁,一般型,,121.526777,25.074972,303141.13,2774185.22
S1,文山區,左岸道南河濱公園,遙控賽車練習場旁,無障礙,,121.577917,24.999139,308335.99,2765806.55
S2,文山區,左岸道南河濱公園,捷運橋下狗運動公園旁,一般型,,121.575816,24.997045,308124.9,2765573.71
S3,文山區,左岸道南河濱公園,捷運橋下游槌球場旁,無障礙,,121.574349,24.996034,307977.28,2765461.09
S4,文山區,左岸道南河濱公園,捷運橋下游槌球場旁,一般型,,121.574351,24.996031,307977.49,2765460.76
S5,文山區,左岸道南河濱公園,萬壽橋上游壘球場旁,一般型,,121.572528,24.993342,307794.72,2765162.14
S6,文山區,左岸道南河濱公園,萬壽橋上游越堤階梯旁,一般型,,121.572699,24.992781,307812.24,2765100.07
S7,文山區,左岸道南河濱公園,萬壽橋下,一般型,,121.572361,24.991685,307778.64,2764978.53
S8,文山區,左岸道南河濱公園,萬壽橋下,無障礙,,121.572361,24.991611,307778.67,2764970.33
S9,文山區,左岸道南河濱公園,萬壽橋下游100公尺廣場旁,無障礙,,121.572309,24.989013,307774.63,2764682.54
S10,文山區,左岸道南河濱公園,政大籃球場旁,一般型,,121.572796,24.985251,307825.5584,2764266.049
S11,文山區,左岸道南河濱公園,政大籃球場旁,無障礙,,121.5728416,24.985244,307830.2056,2764265.293
S12,文山區,左岸道南河濱公園,?琤?橋下游烤肉區,一般型,,121.566624,24.980354,307204.73,2763721.02
S13,文山區,左岸道南河濱公園,?琤?橋下游烤肉區,無障礙,,121.566723,24.980317,307214.74,2763716.96
S14,文山區,左岸道南河濱公園,老泉抽水站旁,一般型,,121.559944,24.979361,306530.77,2763608.23
S15,文山區,右岸道南河濱公園,景3疏散門下游200公尺網球場旁,一般型,,121.571894,24.993397,307730.6919,2765167.958
S16,文山區,右岸道南河濱公園,萬壽橋下,一般型,,121.571624,24.991679,307704.24,2764977.55
S17,文山區,右岸道南河濱公園,萬壽橋下,無障礙,,121.571608,24.991631,307702.65,2764972.23
S18,文山區,右岸道南河濱公園,道南橋上游自行車牽引道旁,一般型,,121.571445,24.988582,307687.61,2764634.43
S19,文山區,右岸道南河濱公園,?琤?橋上游約400公尺處網球場旁,一般型,,121.570406,24.983028,307585.31,2764018.8
S20,文山區,右岸道南河濱公園,?琤?橋上游約400公尺處網球場旁,一般型,,121.570424,24.983043,307587.12,2764020.47
S21,文山區,右岸道南河濱公園,一壽橋上游100公尺處,一般型,,121.5569,24.976962,306224.54,2763341.24
S22,文山區,右岸道南河濱公園,寶橋下游100公尺,一般型,,121.553488,24.9807,305878.37,2763753.87
S23,文山區,木柵河濱公園,籃球場旁,一般型,,121.545332,24.984046,305053.46,2764121.15
S24,文山區,木柵河濱公園,籃球場旁,無障礙,,121.545389,24.984056,305059.21,2764122.28
S25,文山區,景美河濱公園,北新橋旁下游籃球場旁,一般型,,121.539392,24.988304,304451.91,2764590.39
S26,文山區,景美河濱公園,北新橋旁下游籃球場旁,無障礙,,121.53941,24.988252,304453.75,2764584.64
S27,文山區,景美河濱公園,網球場下游自行車道100公尺旁,一般型,,121.537139,24.991972,304222.85,2764995.77
S28,文山區,溪洲河濱公園,第1座(上游側)壘球場旁,無障礙,,121.535194,25.000694,304022.69,2765961.09
S29,文山區,溪洲河濱公園,第1座(上游側)壘球場旁,一般型,,121.535203,25.00075,304023.58,2765967.29
S30,文山區,溪洲河濱公園,第2座(下游側)壘球場旁,一般型,,121.535278,25.001833,304030.67,2766087.28
S31,文山區,溪洲河濱公園,第2座(下游側)壘球場旁,一般型,,121.535278,25.001904,304030.64,2766095.15
S32,文山區,溪洲河濱公園,福和橋上游越堤階梯旁,一般型,,121.53499,25.004368,304000.5,2766367.96
S33,文山區,溪洲河濱公園,福和橋下,一般型,,121.532821,25.008762,303779.64,2766853.79
S34,文山區,溪洲河濱公園,福和橋下,無障礙,,121.532903,25.008703,303787.9473,2766847.292
S35,中正區,古亭河濱公園,客家平台花海旁,一般型,,121.522556,25.01875,302739.27,2767956.08
S36,中正區,古亭河濱公園,古亭網球場及籃球場間,一般型,,121.520778,25.01975,302559.4,2768066.16
S37,中正區,古亭河濱公園,古亭網球場及籃球場間,無障礙,,121.520723,25.019837,302553.81,2768075.77
S38,中正區,中正河濱公園,中正網球場及籃球場間,一般型,,121.514108,25.023779,301884.53,2768509.86
S39,中正區,中正河濱公園,中正網球場及籃球場間,一般型,,121.514159,25.023774,301889.6752,2768509.322
S40,中正區,中正河濱公園,中正壘球場旁,無障礙,,121.512474,25.023581,301719.7006,2768487.3
S41,中正區,中正河濱公園,中正壘球場旁,一般型,,121.512495,25.023638,301721.7961,2768493.621
S42,萬華區,華中河濱公園,華中與馬場町交界水防道路旁,一般型,,121.502153,25.018418,300680.19,2767911.52
S43,萬華區,華中河濱公園,華中自行車道5.5公里處旁,一般型,,121.500667,25.015778,300531.29,2767618.55
S44,萬華區,華中河濱公園,華中橋下網球場旁,一般型,,121.495218,25.012796,299982.54,2767286.22
S45,萬華區,華中河濱公園,華中橋下網球場旁,無障礙,,121.495218,25.012756,299982.55,2767281.79
S46,萬華區,華中河濱公園,華中網球場停車場後方自行車道旁,一般型,,121.491317,25.016464,299587.33,2767691.08
S47,萬華區,華中河濱公園,華中網球場停車場後方自行車道旁,無障礙,,121.491359,25.016401,299591.59,2767684.11
S48,萬華區,華中河濱公園,華中足球場水防道路旁,一般型,,121.491797,25.020756,299634.05,2768166.65
S49,萬華區,華中河濱公園,光復橋上游足球場旁,一般型,,121.490944,25.021722,299547.57,2768273.34
S50,萬華區,華中河濱公園,光復橋下,一般型,,121.490306,25.024222,299482.18,2768550.02
S51,萬華區,華中河濱公園,光復橋下,無障礙,,121.490256,25.024218,299477.13,2768549.56
S52,萬華區,華中河濱公園,華翠橋上游羽球場旁,一般型,,121.489556,25.026306,299405.65,2768780.58
S53,萬華區,華中河濱公園,華翠橋下,一般型,,121.488389,25.0275,299287.4,2768912.41
S54,萬華區,雙園河濱公園,萬板橋下游自行車道旁,一般型,,121.487581,25.031222,299204.37,2769324.38
S55,萬華區,雙園河濱公園,華江疏散門堤外停車場內,無障礙,,121.488417,25.032472,299288.24,2769463.14
S56,萬華區,雙園河濱公園,華江橋上游棒壘球場旁-,一般型,,121.486687,25.034637,299112.79,2769702.32
S57,萬華區,雙園河濱公園,華江橋上游棒壘球場旁,無障礙,,121.486588,25.034689,299102.78,2769708.04
S58,萬華區,雙園河濱公園,華江橋下自行車道旁,無障礙,,121.486935,25.035728,299137.38,2769823.25
S59,萬華區,雙園河濱公園,華江橋下自行車道旁,一般型,,121.486922,25.03569,299136.09,2769819.04
S60,萬華區,龍山河濱公園,貴陽疏散門前方自行車道旁,一般型,,121.498321,25.041367,300284.08,2770452.04
S61,萬華區,龍山河濱公園,貴陽疏散門前方自行車道旁,無障礙,,121.498361,25.041417,300288.1,2770457.59
S62,大同區,延平河濱公園,忠孝橋上游50公尺自行車道旁,一般型,,121.505108,25.049827,300965.45,2771391.65
S63,大同區,延平河濱公園,忠孝橋上游50公尺自行車道旁,一般型,,121.505122,25.049813,300966.87,2771390.1
S64,大同區,延平河濱公園,大稻埕延平宮下游水防道路旁,一般型,,121.507139,25.053167,301169,2771762.37
S65,大同區,延平河濱公園,天水宮自行車道旁,無障礙,,121.508265,25.058146,301280.54,2772314.3
